HDR,ROLLING SYSTEM DEMAND,
VD,2.02109E+13,26988
VD,2.02109E+13,27020
VD,2.02109E+13,26990
VD,2.02109E+13,27085
VD,2.02109E+13,27008
VD,2.02109E+13,27034
VD,2.02109E+13,27012
VD,2.02109E+13,26993
VD,2.02109E+13,26999
VD,2.02109E+13,26968
VD,2.02109E+13,26903
VD,2.02109E+13,26881
VD,2.02109E+13,26812
VD,2.02109E+13,26744
VD,2.02109E+13,26806
VD,2.02109E+13,26904
VD,2.02109E+13,26905
VD,2.02109E+13,26833
VD,2.02109E+13,26808
VD,2.02109E+13,26728
VD,2.02109E+13,26697
VD,2.02109E+13,26591
VD,2.02109E+13,26520
VD,2.02109E+13,26532
VD,2.02109E+13,26430
VD,2.02109E+13,26337
VD,2.02109E+13,26203
VD,2.02109E+13,26163
VD,2.02109E+13,26075
VD,2.02109E+13,26181
VD,2.02109E+13,26064
VD,2.02109E+13,26000
VD,2.02109E+13,25986
VD,2.02109E+13,25939
VD,2.02109E+13,25920
VD,2.02109E+13,25930
VD,2.02109E+13,25869
VD,2.02109E+13,25904
VD,2.02109E+13,25943
VD,2.02109E+13,25946
VD,2.02109E+13,25913
VD,2.02109E+13,25950
VD,2.02109E+13,25896
VD,2.02109E+13,25859
VD,2.02109E+13,25817
VD,2.02109E+13,25957
VD,2.02109E+13,26028
VD,2.02109E+13,25978
VD,2.02109E+13,25933
VD,2.02109E+13,25978
VD,2.02109E+13,26097
VD,2.02109E+13,26162
VD,2.02109E+13,26271
VD,2.02109E+13,26471
VD,2.02109E+13,26691
VD,2.02109E+13,26734
VD,2.02109E+13,26791
VD,2.02109E+13,26857
VD,2.02109E+13,26907
VD,2.02109E+13,26945
VD,2.02109E+13,27004
VD,2.02109E+13,27146
VD,2.02109E+13,27323
VD,2.02109E+13,27496
VD,2.02109E+13,27574
VD,2.02109E+13,27874
VD,2.02109E+13,28033
VD,2.02109E+13,28256
VD,2.02109E+13,28469
VD,2.02109E+13,28554
VD,2.02109E+13,28614
VD,2.02109E+13,28864
VD,2.02109E+13,28958
VD,2.02109E+13,29058
VD,2.02109E+13,29190
VD,2.02109E+13,29273
VD,2.02109E+13,29415
VD,2.02109E+13,29598
VD,2.02109E+13,29677
VD,2.02109E+13,29732
VD,2.02109E+13,29774
VD,2.02109E+13,29837
VD,2.02109E+13,29868
VD,2.02109E+13,29934
VD,2.02109E+13,29875
VD,2.02109E+13,29741
VD,2.02109E+13,29789
VD,2.02109E+13,29793
VD,2.02109E+13,29775
VD,2.02109E+13,29781
VD,2.02109E+13,29757
VD,2.02109E+13,29739
VD,2.02109E+13,29694
VD,2.02109E+13,29666
VD,2.02109E+13,29623
VD,2.02109E+13,29420
VD,2.02109E+13,29408
VD,2.02109E+13,29334
VD,2.02109E+13,29318
VD,2.02109E+13,29427
VD,2.02109E+13,29527
VD,2.02109E+13,29676
VD,2.02109E+13,29726
VD,2.02109E+13,29710
VD,2.02109E+13,29658
VD,2.02109E+13,29704
VD,2.02109E+13,29609
VD,2.02109E+13,29571
VD,2.02109E+13,29471
VD,2.02109E+13,29267
VD,2.02109E+13,29053
VD,2.02109E+13,28837
VD,2.02109E+13,28645
VD,2.02109E+13,28683
VD,2.02109E+13,28572
VD,2.02109E+13,28305
VD,2.02109E+13,27993
VD,2.02109E+13,27770
VD,2.02109E+13,27596
VD,2.02109E+13,27543
VD,2.02109E+13,27436
VD,2.02109E+13,27335
VD,2.02109E+13,27164
VD,2.02109E+13,27045
VD,2.02109E+13,26997
VD,2.02109E+13,26881
VD,2.02109E+13,26696
VD,2.02109E+13,26597
VD,2.02109E+13,26465
VD,2.02109E+13,26271
VD,2.02109E+13,26059
VD,2.02109E+13,25917
VD,2.02109E+13,25663
VD,2.02109E+13,25396
VD,2.02109E+13,25165
VD,2.02109E+13,24984
VD,2.02109E+13,24858
VD,2.02109E+13,24418
VD,2.02109E+13,24083
VD,2.02109E+13,23794
VD,2.02109E+13,23638
VD,2.02109E+13,23518
VD,2.02109E+13,23335
VD,2.02109E+13,23148
VD,2.02109E+13,22979
VD,2.02109E+13,22766
VD,2.02109E+13,22596
VD,2.02109E+13,22407
VD,2.02109E+13,22248
VD,2.02109E+13,22059
VD,2.02109E+13,21905
VD,2.02109E+13,21722
VD,2.02109E+13,21674
VD,2.02109E+13,21603
VD,2.02109E+13,21505
VD,2.02109E+13,21513
VD,2.02109E+13,21417
VD,2.02109E+13,21362
VD,2.02109E+13,21329
VD,2.02109E+13,21200
VD,2.02109E+13,21077
VD,2.02109E+13,20946
VD,2.02109E+13,20963
VD,2.02109E+13,21004
VD,2.02109E+13,21003
VD,2.02109E+13,21028
VD,2.02109E+13,21045
VD,2.02109E+13,21059
VD,2.02109E+13,21051
VD,2.02109E+13,21045
VD,2.02109E+13,21036
VD,2.02109E+13,20924
VD,2.02109E+13,20883
VD,2.02109E+13,21025
VD,2.02109E+13,20962
VD,2.02109E+13,20902
VD,2.02109E+13,20819
VD,2.02109E+13,20906
VD,2.02109E+13,20953
VD,2.02109E+13,20953
VD,2.02109E+13,20901
VD,2.02109E+13,20716
VD,2.02109E+13,20563
VD,2.02109E+13,20505
VD,2.02109E+13,20441
VD,2.02109E+13,20459
VD,2.02109E+13,20450
VD,2.02109E+13,20446
VD,2.02109E+13,20431
VD,2.02109E+13,20563
VD,2.02109E+13,20493
VD,2.02109E+13,20481
VD,2.02109E+13,20461
VD,2.02109E+13,20432
VD,2.02109E+13,20313
VD,2.02109E+13,20264
VD,2.02109E+13,20185
VD,2.02109E+13,20164
VD,2.02109E+13,20285
VD,2.02109E+13,20261
VD,2.02109E+13,20254
VD,2.02109E+13,20320
VD,2.02109E+13,20325
VD,2.02109E+13,20302
VD,2.02109E+13,20295
VD,2.02109E+13,20273
VD,2.02109E+13,20225
VD,2.02109E+13,20233
VD,2.02109E+13,20192
VD,2.02109E+13,20306
VD,2.02109E+13,20202
VD,2.02109E+13,20156
VD,2.02109E+13,20157
VD,2.02109E+13,20242
VD,2.02109E+13,20142
VD,2.02109E+13,20213
VD,2.02109E+13,20306
VD,2.02109E+13,20316
VD,2.02109E+13,20398
VD,2.02109E+13,20528
VD,2.02109E+13,20594
VD,2.02109E+13,20748
VD,2.02109E+13,20852
VD,2.02109E+13,20885
VD,2.02109E+13,20892
VD,2.02109E+13,20868
VD,2.02109E+13,20877
VD,2.02109E+13,20887
VD,2.02109E+13,20957
VD,2.02109E+13,21090
VD,2.02109E+13,21185
VD,2.02109E+13,21303
VD,2.02109E+13,21380
VD,2.02109E+13,21564
VD,2.02109E+13,21591
VD,2.02109E+13,21563
VD,2.02109E+13,21584
VD,2.02109E+13,21691
VD,2.02109E+13,21754
VD,2.02109E+13,21917
VD,2.02109E+13,22081
VD,2.02109E+13,22086
VD,2.02109E+13,22126
VD,2.02109E+13,22195
VD,2.02109E+13,22321
VD,2.02109E+13,22745
VD,2.02109E+13,23055
VD,2.02109E+13,23245
VD,2.02109E+13,23380
VD,2.02109E+13,23515
VD,2.02109E+13,23667
VD,2.02109E+13,23692
VD,2.02109E+13,23770
VD,2.02109E+13,23901
VD,2.02109E+13,24048
VD,2.02109E+13,24231
VD,2.02109E+13,24326
VD,2.02109E+13,24543
VD,2.02109E+13,24708
VD,2.02109E+13,24832
VD,2.02109E+13,24983
VD,2.02109E+13,25103
VD,2.02109E+13,25116
VD,2.02109E+13,25122
VD,2.02109E+13,25288
VD,2.02109E+13,25352
VD,2.02109E+13,25274
VD,2.02109E+13,25238
VD,2.02109E+13,25241
VD,2.02109E+13,25355
VD,2.02109E+13,25253
VD,2.02109E+13,25172
VD,2.02109E+13,25157
VD,2.02109E+13,25241
VD,2.02109E+13,25187
VD,2.02109E+13,25083
VD,2.02109E+13,24933
VD,2.02109E+13,24948
VD,2.02109E+13,24939
VD,2.02109E+13,24879
VD,2.02109E+13,24807
VD,2.02109E+13,24870
VD,2.02109E+13,24794
VD,2.02109E+13,24808
VD,2.02109E+13,24749
VD,2.02109E+13,24613
VD,2.02109E+13,24596
VD,2.02109E+13,24589
VD,2.02109E+13,24590
VD,2.02109E+13,24569
VD,2.02109E+13,24531
VD,2.02109E+13,24522
VD,2.02109E+13,24531
VD,2.02109E+13,24535
VD,2.02109E+13,24569
VD,2.02109E+13,24472
VD,2.02109E+13,24385
VD,2.02109E+13,24361
VD,2.02109E+13,24283
VD,2.02109E+13,24197
VD,2.02109E+13,24173
VD,2.02109E+13,24194
VD,2.02109E+13,24170
VD,2.02109E+13,24148
VD,2.02109E+13,24120
VD,2.02109E+13,24028
VD,2.02109E+13,23966
VD,2.02109E+13,23902
VD,2.02109E+13,23897
VD,2.02109E+13,23876
VD,2.02109E+13,23817
VD,2.02109E+13,23777
VD,2.02109E+13,23655
VD,2.02109E+13,23619
VD,2.02109E+13,23684
VD,2.02109E+13,23789
VD,2.02109E+13,23758
VD,2.02109E+13,23756
VD,2.02109E+13,23680
VD,2.02109E+13,23638
VD,2.02109E+13,23622
VD,2.02109E+13,23630
VD,2.02109E+13,23623
VD,2.02109E+13,23694
VD,2.02109E+13,23719
VD,2.02109E+13,23791
VD,2.02109E+13,23885
VD,2.02109E+13,23989
VD,2.02109E+13,24092
VD,2.02109E+13,24205
VD,2.02109E+13,24306
VD,2.02109E+13,24430
VD,2.02109E+13,24527
VD,2.02109E+13,24626
VD,2.02109E+13,24680
VD,2.02109E+13,24833
VD,2.02109E+13,25061
VD,2.02109E+13,25237
VD,2.02109E+13,25399
VD,2.02109E+13,25623
VD,2.02109E+13,25709
VD,2.02109E+13,25933
VD,2.02109E+13,26094
VD,2.02109E+13,26345
VD,2.02109E+13,26503
VD,2.02109E+13,26715
VD,2.02109E+13,26936
VD,2.02109E+13,27089
VD,2.02109E+13,27281
VD,2.02109E+13,27426
VD,2.02109E+13,27711
VD,2.02109E+13,27984
VD,2.02109E+13,28201
VD,2.02109E+13,28392
VD,2.02109E+13,28572
VD,2.02109E+13,28765
VD,2.02109E+13,28950
VD,2.02109E+13,29248
VD,2.02109E+13,29423
VD,2.02109E+13,29484
VD,2.02109E+13,29406
VD,2.02109E+13,29379
VD,2.02109E+13,29580
VD,2.02109E+13,29894
VD,2.02109E+13,30039
VD,2.02109E+13,30061
VD,2.02109E+13,29954
VD,2.02109E+13,30011
VD,2.02109E+13,30260
VD,2.02109E+13,30493
VD,2.02109E+13,30506
VD,2.02109E+13,30604
VD,2.02109E+13,30636
VD,2.02109E+13,30623
VD,2.02109E+13,30661
VD,2.02109E+13,30679
VD,2.02109E+13,30729
VD,2.02109E+13,30906
VD,2.02109E+13,30939
VD,2.02109E+13,30909
VD,2.02109E+13,30981
VD,2.02109E+13,30771
VD,2.02109E+13,30642
VD,2.02109E+13,30778
VD,2.02109E+13,30700
VD,2.02109E+13,30676
VD,2.02109E+13,30649
VD,2.02109E+13,30665
VD,2.02109E+13,30724
VD,2.02109E+13,30999
VD,2.02109E+13,30957
VD,2.02109E+13,30909
VD,2.02109E+13,30860
VD,2.02109E+13,30816
VD,2.02109E+13,30683
VD,2.02109E+13,30591
VD,2.02109E+13,30689
VD,2.02109E+13,30628
VD,2.02109E+13,30510
VD,2.02109E+13,30352
VD,2.02109E+13,30176
VD,2.02109E+13,29937
VD,2.02109E+13,29401
VD,2.02109E+13,29104
VD,2.02109E+13,28898
VD,2.02109E+13,28741
VD,2.02109E+13,28525
VD,2.02109E+13,28328
VD,2.02109E+13,28306
VD,2.02109E+13,28332
VD,2.02109E+13,28194
VD,2.02109E+13,27967
VD,2.02109E+13,27764
VD,2.02109E+13,27715
VD,2.02109E+13,27492
VD,2.02109E+13,27374
VD,2.02109E+13,27162
VD,2.02109E+13,26968
VD,2.02109E+13,26720
VD,2.02109E+13,26675
VD,2.02109E+13,26439
VD,2.02109E+13,26116
VD,2.02109E+13,25896
VD,2.02109E+13,25702
VD,2.02109E+13,25535
VD,2.02109E+13,25582
VD,2.02109E+13,25428
VD,2.02109E+13,25302
VD,2.02109E+13,25191
VD,2.02109E+13,24917
VD,2.02109E+13,24686
VD,2.02109E+13,24520
VD,2.02109E+13,24348
VD,2.02109E+13,24166
VD,2.02109E+13,23981
VD,2.02109E+13,23834
VD,2.02109E+13,23709
VD,2.02109E+13,23738
VD,2.02109E+13,23683
VD,2.02109E+13,23637
VD,2.02109E+13,23553
VD,2.02109E+13,23469
VD,2.02109E+13,23378
VD,2.02109E+13,23361
VD,2.02109E+13,23310
VD,2.02109E+13,23195
VD,2.02109E+13,23111
VD,2.02109E+13,23031
VD,2.02109E+13,22920
VD,2.02109E+13,22934
VD,2.02109E+13,22917
VD,2.02109E+13,22878
VD,2.02109E+13,22775
VD,2.02109E+13,22736
VD,2.02109E+13,22683
VD,2.02109E+13,22720
VD,2.02109E+13,22739
VD,2.02109E+13,22697
VD,2.02109E+13,22633
VD,2.02109E+13,22550
VD,2.02109E+13,22516
VD,2.02109E+13,22530
VD,2.02109E+13,22542
VD,2.02109E+13,22541
VD,2.02109E+13,22434
VD,2.02109E+13,22390
VD,2.02109E+13,22370
VD,2.02109E+13,22327
VD,2.02109E+13,22258
VD,2.02109E+13,22231
VD,2.02109E+13,22178
VD,2.02109E+13,22174
VD,2.02109E+13,22158
VD,2.02109E+13,22119
VD,2.02109E+13,21942
VD,2.02109E+13,21893
VD,2.02109E+13,21911
VD,2.02109E+13,21865
VD,2.02109E+13,21805
VD,2.02109E+13,21901
VD,2.02109E+13,21838
VD,2.02109E+13,21796
VD,2.02109E+13,21731
VD,2.02109E+13,21742
VD,2.02109E+13,21792
VD,2.02109E+13,21778
VD,2.02109E+13,21955
VD,2.02109E+13,22079
VD,2.02109E+13,22134
VD,2.02109E+13,22136
VD,2.02109E+13,22142
VD,2.02109E+13,22200
VD,2.02109E+13,22191
VD,2.02109E+13,22106
VD,2.02109E+13,22002
VD,2.02109E+13,22006
VD,2.02109E+13,21940
VD,2.02109E+13,21948
VD,2.02109E+13,22018
VD,2.02109E+13,22128
VD,2.02109E+13,22162
VD,2.02109E+13,22262
VD,2.02109E+13,22507
VD,2.02109E+13,22496
VD,2.02109E+13,22609
VD,2.02109E+13,22680
VD,2.02109E+13,22747
VD,2.02109E+13,23067
VD,2.02109E+13,23408
VD,2.02109E+13,23794
VD,2.02109E+13,24200
VD,2.02109E+13,24531
VD,2.02109E+13,24755
VD,2.02109E+13,24882
VD,2.02109E+13,25172
VD,2.02109E+13,25328
VD,2.02109E+13,25519
VD,2.02109E+13,25764
VD,2.02109E+13,26102
VD,2.02109E+13,26408
VD,2.02109E+13,26748
VD,2.02109E+13,27126
VD,2.02109E+13,27688
VD,2.02109E+13,27984
VD,2.02109E+13,28132
VD,2.02109E+13,28409
VD,2.02109E+13,28658
VD,2.02109E+13,28812
VD,2.02109E+13,29029
VD,2.02109E+13,29276
VD,2.02109E+13,29300
VD,2.02109E+13,29448
VD,2.02109E+13,29610
VD,2.02109E+13,29827
VD,2.02109E+13,30018
VD,2.02109E+13,30113
VD,2.02109E+13,30231
VD,2.02109E+13,30249
VD,2.02109E+13,30224
VD,2.02109E+13,30192
VD,2.02109E+13,30164
VD,2.02109E+13,30187
VD,2.02109E+13,30278
VD,2.02109E+13,30273
VD,2.02109E+13,30265
VD,2.02109E+13,30374
VD,2.02109E+13,30557
VD,2.02109E+13,30712
VD,2.02109E+13,30723
VD,2.02109E+13,30671
VD,2.02109E+13,30564
VD,2.02109E+13,30537
VD,2.02109E+13,30390
VD,2.02109E+13,30267
VD,2.02109E+13,30442
VD,2.02109E+13,30486
VD,2.02109E+13,30445
VD,2.02109E+13,30083
VD,2.02109E+13,29938
VD,2.02109E+13,29859
VD,2.02109E+13,29779
VD,2.02109E+13,29729
VD,2.02109E+13,29571
VD,2.02109E+13,29493
VD,2.02109E+13,29457
VD,2.02109E+13,29395
VD,2.02109E+13,29509
VD,2.02109E+13,29541
VD,2.02109E+13,29740
VD,2.02109E+13,29831
VD,2.02109E+13,29818
VD,2.02109E+13,29935
VD,2.02109E+13,29918
VD,2.02109E+13,29986
VD,2.02109E+13,29850
VD,2.02109E+13,29820
VD,2.02109E+13,29693
VD,2.02109E+13,29454
VD,2.02109E+13,29569
VD,2.02109E+13,29499
VD,2.02109E+13,29436
VD,2.02109E+13,29377
VD,2.02109E+13,29321
VD,2.02109E+13,29352
VD,2.02109E+13,29587
VD,2.02109E+13,29540
VD,2.02109E+13,29474
VD,2.02109E+13,29541
VD,2.02109E+13,29556
VD,2.02109E+13,29646
VD,2.02109E+13,29649
VD,2.02109E+13,29566
VD,2.02109E+13,29509
VD,2.02109E+13,29593
VD,2.02109E+13,29669
VD,2.02109E+13,29719
VD,2.02109E+13,29633
VD,2.02109E+13,29658
VD,2.02109E+13,29620
VD,2.02109E+13,29519
VD,2.02109E+13,29475
VD,2.02109E+13,29386
VD,2.02109E+13,29296
VD,2.02109E+13,29181
VD,2.02109E+13,29064
VD,2.02109E+13,29221
VD,2.02109E+13,29258
VD,2.02109E+13,29050
VD,2.02109E+13,29110
VD,2.02109E+13,29129
VD,2.02109E+13,29085
VD,2.02109E+13,29013
VD,2.02109E+13,28913
VD,2.02109E+13,28835
VD,2.02109E+13,28885
VD,2.02109E+13,28994
VD,2.02109E+13,29048
VD,2.02109E+13,29185
VD,2.02109E+13,29193
VD,2.02109E+13,29126
VD,2.02109E+13,29164
VD,2.02109E+13,29325
VD,2.02109E+13,29420
VD,2.02109E+13,29493
VD,2.02109E+13,29738
VD,2.02109E+13,29983
VD,2.02109E+13,30176
VD,2.02109E+13,30360
VD,2.02109E+13,30476
VD,2.02109E+13,30465
VD,2.02109E+13,30514
VD,2.02109E+13,30858
VD,2.02109E+13,31128
VD,2.02109E+13,31180
VD,2.02109E+13,31238
VD,2.02109E+13,31230
VD,2.02109E+13,31208
VD,2.02109E+13,31396
VD,2.02109E+13,31599
VD,2.02109E+13,31711
VD,2.02109E+13,31826
VD,2.02109E+13,32054
VD,2.02109E+13,32259
VD,2.02109E+13,32366
VD,2.02109E+13,32653
VD,2.02109E+13,32890
VD,2.02109E+13,33014
VD,2.02109E+13,33195
VD,2.02109E+13,33296
VD,2.02109E+13,33361
VD,2.02109E+13,33544
VD,2.02109E+13,33668
VD,2.02109E+13,33750
VD,2.02109E+13,33588
VD,2.02109E+13,33730
VD,2.02109E+13,33699
VD,2.02109E+13,33636
VD,2.02109E+13,33637
VD,2.02109E+13,33641
VD,2.02109E+13,33721
VD,2.02109E+13,33732
VD,2.02109E+13,33647
VD,2.02109E+13,33537
VD,2.02109E+13,33476
VD,2.02109E+13,33504
VD,2.02109E+13,33619
VD,2.02109E+13,33727
VD,2.02109E+13,33735
VD,2.02109E+13,33776
VD,2.02109E+13,33781
VD,2.02109E+13,33696
VD,2.02109E+13,33727
VD,2.02109E+13,33760
VD,2.02109E+13,33684
VD,2.02109E+13,33762
VD,2.02109E+13,33834
VD,2.02109E+13,33824
VD,2.02109E+13,34013
VD,2.02109E+13,34083
VD,2.02109E+13,34089
VD,2.02109E+13,34034
VD,2.02109E+13,33911
VD,2.02109E+13,33748
VD,2.02109E+13,33650
VD,2.02109E+13,33591
VD,2.02109E+13,33398
VD,2.02109E+13,33218
VD,2.02109E+13,32974
VD,2.02109E+13,32807
VD,2.02109E+13,32784
VD,2.02109E+13,32618
VD,2.02109E+13,32205
VD,2.02109E+13,31897
VD,2.02109E+13,31683
VD,2.02109E+13,31409
VD,2.02109E+13,31218
VD,2.02109E+13,31157
VD,2.02109E+13,30937
VD,2.02109E+13,30710
VD,2.02109E+13,30492
VD,2.02109E+13,30238
VD,2.02109E+13,30084
VD,2.02109E+13,29882
VD,2.02109E+13,29524
VD,2.02109E+13,29277
VD,2.02109E+13,29034
VD,2.02109E+13,28670
VD,2.02109E+13,28415
VD,2.02109E+13,28209
VD,2.02109E+13,28132
VD,2.02109E+13,27965
VD,2.02109E+13,27791
VD,2.02109E+13,27720
VD,2.02109E+13,27781
VD,2.02109E+13,27576
VD,2.02109E+13,27451
VD,2.02109E+13,27211
VD,2.02109E+13,27170
VD,2.02109E+13,26979
VD,2.02109E+13,26869
VD,2.02109E+13,26652
VD,2.02109E+13,26384
VD,2.02109E+13,26135
VD,2.02109E+13,25951
VD,2.02109E+13,25773
VD,2.02109E+13,25775
VD,2.02109E+13,25764
VD,2.02109E+13,25567
VD,2.02109E+13,25419
VD,2.02109E+13,25354
VD,2.02109E+13,25258
VD,2.02109E+13,25097
VD,2.02109E+13,25103
VD,2.02109E+13,25112
VD,2.02109E+13,24933
VD,2.02109E+13,24803
VD,2.02109E+13,24683
VD,2.02109E+13,24452
VD,2.02109E+13,24270
VD,2.02109E+13,24224
VD,2.02109E+13,24112
VD,2.02109E+13,24051
VD,2.02109E+13,24001
VD,2.02109E+13,24074
VD,2.02109E+13,24060
VD,2.02109E+13,23995
VD,2.02109E+13,23949
VD,2.02109E+13,23920
VD,2.02109E+13,23822
VD,2.02109E+13,23552
VD,2.02109E+13,23422
VD,2.02109E+13,23325
VD,2.02109E+13,23258
VD,2.02109E+13,23193
VD,2.02109E+13,23180
VD,2.02109E+13,23317
VD,2.02109E+13,23344
VD,2.02109E+13,23374
VD,2.02109E+13,23368
VD,2.02109E+13,23361
VD,2.02109E+13,23324
VD,2.02109E+13,23352
VD,2.02109E+13,23369
VD,2.02109E+13,23339
VD,2.02109E+13,23278
VD,2.02109E+13,23225
VD,2.02109E+13,23050
VD,2.02109E+13,23036
VD,2.02109E+13,23027
VD,2.02109E+13,22998
VD,2.02109E+13,22924
VD,2.02109E+13,22903
VD,2.02109E+13,22888
VD,2.02109E+13,22848
VD,2.02109E+13,22866
VD,2.02109E+13,23136
VD,2.02109E+13,22888
VD,2.02109E+13,22845
VD,2.02109E+13,22834
VD,2.02109E+13,22868
VD,2.02109E+13,22860
VD,2.02109E+13,22833
VD,2.02109E+13,22828
VD,2.02109E+13,23008
VD,2.02109E+13,23084
VD,2.02109E+13,23166
VD,2.02109E+13,23452
VD,2.02109E+13,23667
VD,2.02109E+13,23673
VD,2.02109E+13,23773
VD,2.02109E+13,23867
VD,2.02109E+13,23868
VD,2.02109E+13,23896
VD,2.02109E+13,24175
VD,2.02109E+13,24439
VD,2.02109E+13,24761
VD,2.02109E+13,25000
VD,2.02109E+13,25488
VD,2.02109E+13,25982
VD,2.02109E+13,26204
VD,2.02109E+13,26465
VD,2.02109E+13,26713
VD,2.02109E+13,26794
VD,2.02109E+13,26869
VD,2.02109E+13,27025
VD,2.02109E+13,27217
VD,2.02109E+13,27409
VD,2.02109E+13,27794
VD,2.02109E+13,28156
VD,2.02109E+13,28813
VD,2.02109E+13,29397
VD,2.02109E+13,29825
VD,2.02109E+13,30031
VD,2.02109E+13,30019
VD,2.02109E+13,30062
VD,2.02109E+13,30165
VD,2.02109E+13,30294
VD,2.02109E+13,30443
VD,2.02109E+13,30557
VD,2.02109E+13,30669
VD,2.02109E+13,30745
VD,2.02109E+13,30911
VD,2.02109E+13,31116
VD,2.02109E+13,31360
VD,2.02109E+13,31389
VD,2.02109E+13,31347
VD,2.02109E+13,31176
VD,2.02109E+13,31169
VD,2.02109E+13,31082
VD,2.02109E+13,30995
VD,2.02109E+13,30993
VD,2.02109E+13,31013
VD,2.02109E+13,31041
VD,2.02109E+13,31156
VD,2.02109E+13,31219
VD,2.02109E+13,31250
VD,2.02109E+13,31228
VD,2.02109E+13,31140
VD,2.02109E+13,31042
VD,2.02109E+13,31001
VD,2.02109E+13,30945
VD,2.02109E+13,30727
VD,2.02109E+13,30722
VD,2.02109E+13,30566
VD,2.02109E+13,30367
VD,2.02109E+13,30375
VD,2.02109E+13,30486
VD,2.02109E+13,30360
VD,2.02109E+13,30188
VD,2.02109E+13,30092
VD,2.02109E+13,30054
VD,2.02109E+13,29974
VD,2.02109E+13,29995
VD,2.02109E+13,30076
VD,2.02109E+13,30021
VD,2.02109E+13,30035
VD,2.02109E+13,30050
VD,2.02109E+13,30009
VD,2.02109E+13,29951
VD,2.02109E+13,29813
VD,2.02109E+13,29708
VD,2.02109E+13,29732
VD,2.02109E+13,29806
VD,2.02109E+13,29834
VD,2.02109E+13,29869
VD,2.02109E+13,29864
VD,2.02109E+13,29903
VD,2.02109E+13,29952
VD,2.02109E+13,30055
VD,2.02109E+13,30133
VD,2.02109E+13,30190
VD,2.02109E+13,30298
VD,2.02109E+13,30325
VD,2.02109E+13,30307
VD,2.02109E+13,30244
VD,2.02109E+13,30269
VD,2.02109E+13,30306
VD,2.02109E+13,30300
VD,2.02109E+13,30260
VD,2.02109E+13,30186
VD,2.02109E+13,30098
VD,2.02109E+13,30153
VD,2.02109E+13,30193
VD,2.02109E+13,30107
VD,2.02109E+13,29975
VD,2.02109E+13,29929
VD,2.02109E+13,29839
VD,2.02109E+13,29799
VD,2.02109E+13,29756
VD,2.02109E+13,29808
VD,2.02109E+13,29813
VD,2.02109E+13,29805
VD,2.02109E+13,29764
VD,2.02109E+13,29852
VD,2.02109E+13,29808
VD,2.02109E+13,29839
VD,2.02109E+13,29837
VD,2.02109E+13,29826
VD,2.02109E+13,29733
VD,2.02109E+13,29760
VD,2.02109E+13,29710
VD,2.02109E+13,29685
VD,2.02109E+13,29684
VD,2.02109E+13,29821
VD,2.02109E+13,29781
VD,2.02109E+13,29607
VD,2.02109E+13,29861
VD,2.02109E+13,29818
VD,2.02109E+13,29832
VD,2.02109E+13,29897
VD,2.02109E+13,29924
VD,2.02109E+13,30107
VD,2.02109E+13,30169
VD,2.02109E+13,30104
VD,2.02109E+13,30131
VD,2.02109E+13,30258
VD,2.02109E+13,30782
VD,2.02109E+13,31100
VD,2.02109E+13,31068
VD,2.02109E+13,31112
VD,2.02109E+13,31238
VD,2.02109E+13,31196
VD,2.02109E+13,31192
VD,2.02109E+13,31504
VD,2.02109E+13,31903
VD,2.02109E+13,32311
VD,2.02109E+13,32581
VD,2.02109E+13,32723
VD,2.02109E+13,32755
VD,2.02109E+13,32803
VD,2.02109E+13,32793
VD,2.02109E+13,32892
VD,2.02109E+13,32997
VD,2.02109E+13,33184
VD,2.02109E+13,33331
VD,2.02109E+13,33406
VD,2.02109E+13,33447
VD,2.02109E+13,33592
VD,2.02109E+13,33688
VD,2.02109E+13,33705
VD,2.02109E+13,33694
VD,2.02109E+13,33629
VD,2.02109E+13,33623
VD,2.02109E+13,33633
VD,2.02109E+13,33684
VD,2.02109E+13,33752
VD,2.02109E+13,33791
VD,2.02109E+13,33843
VD,2.02109E+13,33900
VD,2.02109E+13,33736
VD,2.02109E+13,33617
VD,2.02109E+13,33544
VD,2.02109E+13,33403
VD,2.02109E+13,33149
VD,2.02109E+13,33096
VD,2.02109E+13,33083
VD,2.02109E+13,33029
VD,2.02109E+13,32963
VD,2.02109E+13,33097
VD,2.02109E+13,33351
VD,2.02109E+13,33375
VD,2.02109E+13,33280
VD,2.02109E+13,33385
VD,2.02109E+13,33318
VD,2.02109E+13,33346
VD,2.02109E+13,33318
VD,2.02109E+13,33362
VD,2.02109E+13,33434
VD,2.02109E+13,33414
VD,2.02109E+13,33228
VD,2.02109E+13,32971
VD,2.02109E+13,32729
VD,2.02109E+13,32463
VD,2.02109E+13,32261
VD,2.02109E+13,32111
VD,2.02109E+13,31817
VD,2.02109E+13,31535
VD,2.02109E+13,31562
VD,2.02109E+13,31769
VD,2.02109E+13,31604
VD,2.02109E+13,31366
VD,2.02109E+13,31075
VD,2.02109E+13,30701
VD,2.02109E+13,30381
VD,2.02109E+13,30095
VD,2.02109E+13,30006
VD,2.02109E+13,29891
VD,2.02109E+13,29623
VD,2.02109E+13,29315
VD,2.02109E+13,29432
VD,2.02109E+13,29243
VD,2.02109E+13,28653
VD,2.02109E+13,28341
VD,2.02109E+13,28279
VD,2.02109E+13,28041
VD,2.02109E+13,27918
VD,2.02109E+13,27763
VD,2.02109E+13,27605
